PCN,ISSUED,LOCATION,,FINE,Total Paid,Balance
LS8464542A,19/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,29/09/2020,30,0
LS84645430,19/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,19/09/2020,30,0
LS84645430,19/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,27/09/2020,30,0
LS84645474,19/09/2020,"BUS LANE, CANAL STREET",60,19/09/2020,30,0
LS84645485,19/09/2020,"BUS LANE, CANAL STREET",60,19/09/2020,30,0
LS84645496,19/09/2020,"BUS LANE, CANAL STREET",60,19/09/2020,30,0
LS84645521,19/09/2020,"BUS LANE, CANAL STREET",60,19/09/2020,30,0
LS84645601,19/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,28/09/2020,30,0
LS84645645,19/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,19/09/2020,30,0
LS84645645,19/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,26/09/2020,30,0
LS84645656,19/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,19/09/2020,0,0
LS84645667,19/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,19/09/2020,30,0
LS84645667,19/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,27/09/2020,30,0
LS84645678,19/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,19/09/2020,30,0
LS84645678,19/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,29/09/2020,30,0
LS84645689,19/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,29/09/2020,30,0
LS84645747,19/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,28/09/2020,30,0
LS84645758,19/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,19/09/2020,30,0
LS84645758,19/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,29/09/2020,30,0
LS84646003,19/09/2020,"BUS LANE, DEWSBURY RD JNC JACK LANE",60,19/09/2020,0,90
LS84646036,19/09/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,19/09/2020,0,98
LS84646058,19/09/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,19/09/2020,30,0
LS84646058,19/09/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,28/09/2020,30,0
LS84646069,19/09/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,19/09/2020,0,0
LS8464607A,19/09/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,26/09/2020,30,0
LS84646080,19/09/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,28/09/2020,30,0
LS84646105,19/09/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,19/09/2020,0,98
LS84646116,19/09/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,19/09/2020,0,60
LS84646127,19/09/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,19/09/2020,30,0
LS84646160,19/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,19/09/2020,30,0
LS84646160,19/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,29/09/2020,30,0
LS84646171,19/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,19/09/2020,30,0
LS84646182,19/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,27/09/2020,30,0
LS84646193,19/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,19/09/2020,30,0
LS84646193,19/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,30/09/2020,30,0
LS84646386,19/09/2020,"BUS LANE, NEW MARKET STREET",60,19/09/2020,0,0
LS84651455,19/09/2020,"BUS LANE, ELLAND RD PARK & RIDE",60,19/09/2020,0,0
LS84645408,19/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,29/09/2020,30,0
LS8464542A,19/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,28/09/2020,30,0
LS84645496,19/09/2020,"BUS LANE, CANAL STREET",60,30/09/2020,30,0
LS8464550A,19/09/2020,"BUS LANE, CANAL STREET",60,19/09/2020,30,0
LS8464550A,19/09/2020,"BUS LANE, CANAL STREET",60,29/09/2020,30,0
LS84645510,19/09/2020,"BUS LANE, CANAL STREET",60,19/09/2020,30,0
LS84645510,19/09/2020,"BUS LANE, CANAL STREET",60,28/09/2020,30,0
LS84645521,19/09/2020,"BUS LANE, CANAL STREET",60,29/09/2020,30,0
LS84645601,19/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,19/09/2020,30,0
LS84645612,19/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,19/09/2020,30,0
LS84645623,19/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,19/09/2020,0,60
LS84645634,19/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,19/09/2020,30,0
LS84645634,19/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,26/09/2020,30,0
LS84645678,19/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,28/09/2020,30,0
LS84645689,19/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,19/09/2020,30,0
LS8464569A,19/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,19/09/2020,0,98
LS84645736,19/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,19/09/2020,30,0
LS84645747,19/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,19/09/2020,30,0
LS84645747,19/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,29/09/2020,30,0
LS84645758,19/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,28/09/2020,30,0
LS84645984,19/09/2020,"BUS LANE, BURLEY RD JNC STUDIO RD",60,19/09/2020,30,0
LS84646047,19/09/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,19/09/2020,30,0
LS84646058,19/09/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,29/09/2020,30,0
LS8464607A,19/09/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,19/09/2020,30,0
LS84646080,19/09/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,19/09/2020,30,0
LS84646080,19/09/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,29/09/2020,30,0
LS84646091,19/09/2020,"BUS LANE, YORK RD JNC APPLETON WAY",60,19/09/2020,30,0
LS8464615A,19/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,19/09/2020,30,0
LS84646160,19/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,28/09/2020,30,0
LS84646182,19/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,19/09/2020,30,0
LS84651444,19/09/2020,"BUS LANE, ELLAND RD PARK & RIDE",60,19/09/2020,0,0
LS84645441,20/09/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,20/09/2020,90,0
LS84645452,20/09/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,20/09/2020,30,0
LS84645532,20/09/2020,"BUS LANE, CANAL STREET",60,20/09/2020,30,0
LS84645554,20/09/2020,"BUS LANE, CANAL STREET",60,20/09/2020,30,0
LS84645769,20/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,20/09/2020,60,0
LS8464577A,20/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,20/09/2020,0,90
LS84645780,20/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,20/09/2020,0,60
LS84645849,20/09/2020,"BUS LANE, NORTH ST JUNC GRAFTON ST",60,20/09/2020,30,0
LS84645849,20/09/2020,"BUS LANE, NORTH ST JUNC GRAFTON ST",60,29/09/2020,30,0
LS84646207,20/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,26/09/2020,30,0
LS84646218,20/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,20/09/2020,30,0
LS84646218,20/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,29/09/2020,30,0
LS84646240,20/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,26/09/2020,30,0
LS84645463,20/09/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,20/09/2020,0,60
LS84645543,20/09/2020,"BUS LANE, CANAL STREET",60,20/09/2020,0,98
LS84646207,20/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,20/09/2020,30,0
LS84646229,20/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,20/09/2020,30,0
LS84646229,20/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,28/09/2020,30,0
LS8464623A,20/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,20/09/2020,0,0
LS84646240,20/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,20/09/2020,30,0
LS84645576,21/09/2020,"BUS LANE, CANAL STREET",60,21/09/2020,30,0
LS84645587,21/09/2020,"BUS LANE, CANAL STREET",60,21/09/2020,30,0
LS84645805,21/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,21/09/2020,0,60
LS84645816,21/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,28/09/2020,30,0
LS84645827,21/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,21/09/2020,30,0
LS84645827,21/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,26/09/2020,30,0
LS84646251,21/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,21/09/2020,30,0
LS84646251,21/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,26/09/2020,30,0
LS84646320,21/09/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,21/09/2020,60,0
LS84646397,21/09/2020,"BUS LANE, NEW MARKET STREET",60,21/09/2020,30,0
LS84646422,21/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,21/09/2020,30,0
LS84646444,21/09/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,21/09/2020,0,60
LS84646455,21/09/2020,"BUS LANE, CANAL STREET",60,21/09/2020,0,0
LS84646466,21/09/2020,"BUS LANE, CANAL STREET",60,21/09/2020,30,0
LS84646477,21/09/2020,"BUS LANE, CANAL STREET",60,28/09/2020,0,0
LS84646557,21/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,21/09/2020,30,0
LS84646579,21/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,30/09/2020,30,0
LS8464666A,21/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,21/09/2020,30,0
LS8464666A,21/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,28/09/2020,30,0
LS84646670,21/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,21/09/2020,30,0
LS84646772,21/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,30/09/2020,30,0
LS84646783,21/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,21/09/2020,0,60
LS84646794,21/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,28/09/2020,30,0
LS84646808,21/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,21/09/2020,30,0
LS84646819,21/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,21/09/2020,30,0
LS84646841,21/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,21/09/2020,0,98
LS84646852,21/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,21/09/2020,0,98
LS84646863,21/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,21/09/2020,0,60
LS84646885,21/09/2020,"BUS LANE, DEWSBURY RD JNC JACK LANE",60,21/09/2020,30,0
LS84646910,21/09/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,21/09/2020,30,0
LS84646943,21/09/2020,"BUS LANE, NEW MARKET STREET",60,21/09/2020,30,0
LS84646965,21/09/2020,"BUS LANE, NEW MARKET STREET",60,21/09/2020,0,90
LS84646987,21/09/2020,"BUS LANE, NEW MARKET STREET",60,21/09/2020,0,60
LS84646998,21/09/2020,"BUS LANE, NEW MARKET STREET",60,21/09/2020,30,0
LS84647017,21/09/2020,"BUS LANE, NEW MARKET STREET",60,21/09/2020,30,0
LS84647017,21/09/2020,"BUS LANE, NEW MARKET STREET",60,29/09/2020,30,0
LS84647039,21/09/2020,"BUS LANE, NEW MARKET STREET",60,28/09/2020,30,0
LS8464704A,21/09/2020,"BUS LANE, NEW MARKET STREET",60,21/09/2020,30,0
LS84651466,21/09/2020,"BUS LANE, ELLAND RD PARK & RIDE",60,21/09/2020,0,0
LS84645565,21/09/2020,"BUS LANE, CANAL STREET",60,21/09/2020,90,0
LS84645791,21/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,21/09/2020,30,0
LS84645816,21/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,21/09/2020,30,0
LS84645816,21/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,29/09/2020,30,0
LS8464585A,21/09/2020,"BUS LANE, NORTH ST JUNC GRAFTON ST",60,21/09/2020,30,0
LS84646014,21/09/2020,"BUS LANE, DEWSBURY RD JNC JACK LANE",60,21/09/2020,0,60
LS84646262,21/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,21/09/2020,0,98
LS8464631A,21/09/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,21/09/2020,0,0
LS84646400,21/09/2020,"BUS LANE, NEW MARKET STREET",60,21/09/2020,30,0
LS84646400,21/09/2020,"BUS LANE, NEW MARKET STREET",60,30/09/2020,30,0
LS84646411,21/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,21/09/2020,30,0
LS84646433,21/09/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,21/09/2020,30,0
LS84646477,21/09/2020,"BUS LANE, CANAL STREET",60,21/09/2020,0,0
LS84646579,21/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,21/09/2020,30,0
LS8464658A,21/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,21/09/2020,30,0
LS84646659,21/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,21/09/2020,30,0
LS84646659,21/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,29/09/2020,30,0
LS84646681,21/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,21/09/2020,30,0
LS84646772,21/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,21/09/2020,30,0
LS84646794,21/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,21/09/2020,30,0
LS84646794,21/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,29/09/2020,30,0
LS84646808,21/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,29/09/2020,30,0
LS8464682A,21/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,21/09/2020,30,0
LS8464682A,21/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,29/09/2020,30,0
LS84646830,21/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,21/09/2020,30,0
LS84646830,21/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,26/09/2020,30,0
LS84646874,21/09/2020,"BUS LANE, BURLEY RD JNC STUDIO RD",60,21/09/2020,30,0
LS84646885,21/09/2020,"BUS LANE, DEWSBURY RD JNC JACK LANE",60,26/09/2020,30,0
LS8464690A,21/09/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,21/09/2020,0,0
LS84646954,21/09/2020,"BUS LANE, NEW MARKET STREET",60,21/09/2020,30,0
LS84646976,21/09/2020,"BUS LANE, NEW MARKET STREET",60,21/09/2020,30,0
LS84647006,21/09/2020,"BUS LANE, NEW MARKET STREET",60,21/09/2020,0,98
LS84647028,21/09/2020,"BUS LANE, NEW MARKET STREET",60,21/09/2020,0,90
LS84647039,21/09/2020,"BUS LANE, NEW MARKET STREET",60,21/09/2020,30,0
LS84647039,21/09/2020,"BUS LANE, NEW MARKET STREET",60,29/09/2020,30,0
LS84647094,21/09/2020,"BUS LANE, BURLEY ROAD",60,21/09/2020,0,98
LS84646488,22/09/2020,"BUS LANE, CANAL STREET",60,22/09/2020,30,0
LS84646535,22/09/2020,"BUS LANE, CANAL STREET",60,22/09/2020,30,0
LS84646546,22/09/2020,"BUS LANE, CANAL STREET",60,22/09/2020,30,0
LS84646546,22/09/2020,"BUS LANE, CANAL STREET",60,28/09/2020,30,0
LS84646568,22/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,22/09/2020,30,0
LS84646590,22/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,22/09/2020,30,0
LS84646604,22/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,22/09/2020,30,0
LS84646626,22/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,22/09/2020,30,0
LS84646637,22/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,28/09/2020,30,0
LS84646728,22/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,22/09/2020,0,60
LS84646739,22/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,22/09/2020,30,0
LS84646739,22/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,30/09/2020,30,0
LS8464674A,22/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,22/09/2020,0,98
LS84646750,22/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,22/09/2020,30,0
LS84646761,22/09/2020,"BUS LANE, NORTH ST JUNC GRAFTON ST",60,22/09/2020,30,0
LS84647061,22/09/2020,"BUS LANE, NEW MARKET STREET",60,22/09/2020,30,0
LS84647083,22/09/2020,"BUS LANE, NEW MARKET STREET",60,22/09/2020,30,0
LS84647662,22/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,22/09/2020,30,0
LS84647673,22/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,22/09/2020,30,0
LS8464771A,22/09/2020,"BUS LANE, CANAL STREET",60,22/09/2020,30,0
LS84647764,22/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,22/09/2020,0,90
LS84647775,22/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,22/09/2020,30,0
LS84647797,22/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,22/09/2020,30,0
LS84647935,22/09/2020,"BUS LANE, NORTH ST JUNC GRAFTON ST",60,22/09/2020,30,0
LS84647946,22/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,22/09/2020,30,0
LS84647946,22/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,30/09/2020,30,0
LS84647968,22/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,22/09/2020,30,0
LS8464798A,22/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,22/09/2020,30,0
LS84647990,22/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,22/09/2020,0,60
LS8464801A,22/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,22/09/2020,0,98
LS84648122,22/09/2020,"BUS LANE, NEW MARKET STREET",60,22/09/2020,0,0
LS84648133,22/09/2020,"BUS LANE, NEW MARKET STREET",60,30/09/2020,30,0
LS84648144,22/09/2020,"BUS LANE, NEW MARKET STREET",60,22/09/2020,30,0
LS84648166,22/09/2020,"BUS LANE, NEW MARKET STREET",60,22/09/2020,0,90
LS84646499,22/09/2020,"BUS LANE, CANAL STREET",60,22/09/2020,30,0
LS84646502,22/09/2020,"BUS LANE, CANAL STREET",60,22/09/2020,0,98
LS84646513,22/09/2020,"BUS LANE, CANAL STREET",60,22/09/2020,30,0
LS84646524,22/09/2020,"BUS LANE, CANAL STREET",60,22/09/2020,90,0
LS84646535,22/09/2020,"BUS LANE, CANAL STREET",60,28/09/2020,30,0
LS84646546,22/09/2020,"BUS LANE, CANAL STREET",60,29/09/2020,30,0
LS84646590,22/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,29/09/2020,30,0
LS84646615,22/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,22/09/2020,30,0
LS84646637,22/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,22/09/2020,30,0
LS84646648,22/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,22/09/2020,30,0
LS84646648,22/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,30/09/2020,30,0
LS84646692,22/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,22/09/2020,30,0
LS84646692,22/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,30/09/2020,30,0
LS84646706,22/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,22/09/2020,0,60
LS84646717,22/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,22/09/2020,30,0
LS84646739,22/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,29/09/2020,30,0
LS84646761,22/09/2020,"BUS LANE, NORTH ST JUNC GRAFTON ST",60,29/09/2020,30,0
LS84646896,22/09/2020,"BUS LANE, WOODHOUSE LANE MSCP, LEEDS",60,22/09/2020,30,0
LS84646921,22/09/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,22/09/2020,30,0
LS84646932,22/09/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,22/09/2020,0,60
LS84647050,22/09/2020,"BUS LANE, NEW MARKET STREET",60,22/09/2020,30,0
LS84647050,22/09/2020,"BUS LANE, NEW MARKET STREET",60,28/09/2020,30,0
LS84647072,22/09/2020,"BUS LANE, NEW MARKET STREET",60,22/09/2020,0,90
LS84647083,22/09/2020,"BUS LANE, NEW MARKET STREET",60,26/09/2020,30,0
LS84647720,22/09/2020,"BUS LANE, CANAL STREET",60,22/09/2020,30,0
LS84647786,22/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,22/09/2020,30,0
LS84647957,22/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,22/09/2020,30,0
LS84647979,22/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,22/09/2020,30,0
LS84648009,22/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,22/09/2020,30,0
LS84648020,22/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,22/09/2020,30,0
LS84648031,22/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,22/09/2020,30,0
LS84648031,22/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,30/09/2020,30,0
LS84648053,22/09/2020,"BUS LANE, DEWSBURY RD JNC JACK LANE",60,22/09/2020,30,0
LS84648133,22/09/2020,"BUS LANE, NEW MARKET STREET",60,22/09/2020,30,0
LS84648155,22/09/2020,"BUS LANE, NEW MARKET STREET",60,22/09/2020,90,0
LS84647709,23/09/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,23/09/2020,30,0
LS84647731,23/09/2020,"BUS LANE, CANAL STREET",60,23/09/2020,30,0
LS84647731,23/09/2020,"BUS LANE, CANAL STREET",60,30/09/2020,30,0
LS84647742,23/09/2020,"BUS LANE, CANAL STREET",60,23/09/2020,0,0
LS84647753,23/09/2020,"BUS LANE, CANAL STREET",60,23/09/2020,0,0
LS84647811,23/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,23/09/2020,30,0
LS84647811,23/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,30/09/2020,30,0
LS84647822,23/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,23/09/2020,0,0
LS84647844,23/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,23/09/2020,30,0
LS84647855,23/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,23/09/2020,30,0
LS84647855,23/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,30/09/2020,30,0
LS84647866,23/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,23/09/2020,30,0
LS84647899,23/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,23/09/2020,30,0
LS84647902,23/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,23/09/2020,0,98
LS84647924,23/09/2020,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60,23/09/2020,30,0
LS84648064,23/09/2020,"BUS LANE, DEWSBURY RD JNC JACK LANE",60,23/09/2020,30,0
LS84648075,23/09/2020,"BUS LANE, DEWSBURY RD JNC JACK LANE",60,30/09/2020,30,0
LS84648177,23/09/2020,"BUS LANE, NEW MARKET STREET",60,23/09/2020,30,0
LS84648188,23/09/2020,"BUS LANE, NEW MARKET STREET",60,23/09/2020,90,0
LS84648199,23/09/2020,"BUS LANE, NEW MARKET STREET",60,23/09/2020,30,0
LS84648202,23/09/2020,"BUS LANE, NEW MARKET STREET",60,23/09/2020,30,0
LS84648224,23/09/2020,"BUS LANE, NEW MARKET STREET",60,23/09/2020,0,98
LS8464844A,23/09/2020,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60,23/09/2020,30,0
LS84648552,23/09/2020,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60,23/09/2020,30,0
LS8464860A,23/09/2020,"BUS LANE, CANAL STREET",60,23/09/2020,30,0
LS84648778,23/09/2020,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60,23/09/2020,30,0
LS84649078,23/09/2020,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60,23/09/2020,30,0
LS84649180,23/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,23/09/2020,20,0
LS84649191,23/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,23/09/2020,30,0
LS84649216,23/09/2020,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60,23/09/2020,0,90
LS84649362,23/09/2020,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60,23/09/2020,30,0
LS84649431,23/09/2020,"BUS LANE, NEW MARKET STREET",60,23/09/2020,30,0
LS84649442,23/09/2020,"BUS LANE, NEW MARKET STREET",60,23/09/2020,30,0
LS84649464,23/09/2020,"BUS LANE, NEW MARKET STREET",60,23/09/2020,0,98
